No.,Time,Source,Destination,Protocol,Length,Info,Label
2391,55.36861773,10.244.0.10,10.244.0.16,TCP,66,8000  >  43184 [ACK] Seq=62 Ack=201 Win=64256 Len=0 TSval=3375734612 TSecr=2423184669,0
2392,55.38199691,10.244.0.10,10.244.0.8,TCP,302,"[TCP ACKed unseen segment] 38622  >  27017 [PSH, ACK] Seq=1424 Ack=5786 Win=502 Len=236 TSval=1426664864 TSecr=4121625593 [TCP segment of a reassembled PDU]",0
2394,55.38234586,10.244.0.10,10.244.0.8,TCP,66,[TCP ACKed unseen segment] 38622  >  27017 [ACK] Seq=1660 Ack=6499 Win=502 Len=0 TSval=1426664865 TSecr=4121625845,0
2395,55.38352725,10.244.0.10,10.244.0.16,TCP,129,"8000  >  43184 [PSH, ACK] Seq=62 Ack=201 Win=64256 Len=63 TSval=3375734627 TSecr=2423184669",0
2396,55.38356929,10.244.0.10,10.244.0.16,TCP,637,"8000  >  43184 [PSH, ACK] Seq=125 Ack=201 Win=64256 Len=571 TSval=3375734627 TSecr=2423184669",0
2397,55.38516667,10.244.0.10,10.244.0.16,TCP,83,"8000  >  43184 [PSH, ACK] Seq=696 Ack=201 Win=64256 Len=17 TSval=3375734628 TSecr=2423184669",0
2398,55.38989829,10.244.0.16,10.244.0.10,TCP,66,43184  >  8000 [ACK] Seq=201 Ack=713 Win=64256 Len=0 TSval=2423184732 TSecr=3375734627,0
2399,55.39133278,10.244.0.16,10.244.0.10,TCP,66,"43184  >  8000 [FIN, ACK] Seq=201 Ack=713 Win=64256 Len=0 TSval=2423184734 TSecr=3375734627",0
2400,55.39257787,10.244.0.23,10.244.0.21,UDP,67,44015  >  4997 Len=25,0
2401,55.39268643,10.244.0.21,10.244.0.23,UDP,59,4997  >  44015 Len=17,0
2402,55.39468113,10.244.0.10,10.244.0.16,TCP,66,"8000  >  43184 [FIN, ACK] Seq=713 Ack=202 Win=64256 Len=0 TSval=3375734638 TSecr=2423184734",0
2403,55.39472072,10.244.0.16,10.244.0.10,TCP,66,43184  >  8000 [ACK] Seq=202 Ack=714 Win=64256 Len=0 TSval=2423184737 TSecr=3375734638,0
2404,55.39518496,10.244.0.16,10.244.0.3,DNS,105,Standard query 0x01d9 AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
2405,55.39561391,10.244.0.16,10.244.0.3,DNS,105,Standard query 0x3d68 A udr-nudr.free5gc.svc.cluster.local OPT,0
2406,55.39816181,10.244.0.3,10.244.0.16,DNS,155,Standard query response 0x3d68 A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
2407,55.3983532,10.244.0.3,10.244.0.16,DNS,198,Standard query response 0x01d9 AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2408,55.40587022,10.244.0.16,10.244.0.17,TCP,74,46726  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=3340733033 TSecr=0 WS=128,0
2409,55.40595052,10.244.0.17,10.244.0.16,TCP,74,"8000  >  46726 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=1437832637 TSecr=3340733033 WS=128",0
2410,55.40596834,10.244.0.16,10.244.0.17,TCP,66,46726  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=3340733033 TSecr=1437832637,0
2411,55.40608169,10.244.0.16,10.244.0.17,TCP,130,"46726  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=3340733033 TSecr=1437832637",0
2412,55.40609018,10.244.0.17,10.244.0.16,TCP,66,8000  >  46726 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=1437832637 TSecr=3340733033,0
2413,55.40618561,10.244.0.16,10.244.0.17,TCP,210,"46726  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=144 TSval=3340733033 TSecr=1437832637",0
2414,55.40619325,10.244.0.17,10.244.0.16,TCP,66,8000  >  46726 [ACK] Seq=1 Ack=209 Win=64128 Len=0 TSval=1437832637 TSecr=3340733033,0
2415,55.41084852,10.244.0.17,10.244.0.16,TCP,105,"8000  >  46726 [PSH, ACK] Seq=1 Ack=209 Win=64128 Len=39 TSval=1437832642 TSecr=3340733033",0
2416,55.41193069,10.244.0.17,10.244.0.8,TCP,291,"38286  >  27017 [PSH, ACK] Seq=1885 Ack=3172 Win=64256 Len=225 TSval=600327146 TSecr=1126381687 [TCP segment of a reassembled PDU]",0
2417,55.4108877,10.244.0.16,10.244.0.17,TCP,66,46726  >  8000 [ACK] Seq=209 Ack=40 Win=64896 Len=0 TSval=3340733038 TSecr=1437832642,0
2418,55.4163122,10.244.0.16,10.244.0.17,TCP,75,"46726  >  8000 [PSH, ACK] Seq=209 Ack=40 Win=64896 Len=9 TSval=3340733044 TSecr=1437832642",0
2419,55.41793197,10.244.0.8,10.244.0.17,TCP,764,"27017  >  38286 [PSH, ACK] Seq=3172 Ack=2110 Win=64128 Len=698 TSval=1126382124 TSecr=600327146 [TCP segment of a reassembled PDU]",0
2420,55.41796921,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=2110 Ack=3870 Win=64256 Len=0 TSval=600327152 TSecr=1126382124,0
2421,55.41883033,10.244.0.17,10.244.0.16,TCP,88,"8000  >  46726 [PSH, ACK] Seq=40 Ack=218 Win=64128 Len=22 TSval=1437832650 TSecr=3340733044",0
2422,55.46190206,10.244.0.16,10.244.0.17,TCP,66,46726  >  8000 [ACK] Seq=218 Ack=62 Win=64896 Len=0 TSval=3340733089 TSecr=1437832650,0
2423,55.47770328,10.244.0.17,10.244.0.16,TCP,129,"8000  >  46726 [PSH, ACK] Seq=62 Ack=218 Win=64128 Len=63 TSval=1437832709 TSecr=3340733089",0
2424,55.47774127,10.244.0.16,10.244.0.17,TCP,66,46726  >  8000 [ACK] Seq=218 Ack=125 Win=64896 Len=0 TSval=3340733105 TSecr=1437832709,0
2425,55.4823097,10.244.0.17,10.244.0.16,TCP,544,"8000  >  46726 [PSH, ACK] Seq=125 Ack=218 Win=64128 Len=478 TSval=1437832714 TSecr=3340733105",0
2426,55.48232667,10.244.0.16,10.244.0.17,TCP,66,46726  >  8000 [ACK] Seq=218 Ack=603 Win=64512 Len=0 TSval=3340733110 TSecr=1437832714,0
2427,55.48234738,10.244.0.17,10.244.0.16,TCP,83,"8000  >  46726 [PSH, ACK] Seq=603 Ack=218 Win=64128 Len=17 TSval=1437832714 TSecr=3340733110",0
2428,55.48235316,10.244.0.16,10.244.0.17,TCP,66,46726  >  8000 [ACK] Seq=218 Ack=620 Win=64512 Len=0 TSval=3340733110 TSecr=1437832714,0
2429,55.48775498,10.244.0.16,10.244.0.3,DNS,105,Standard query 0x7a64 AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
2430,55.48777498,10.244.0.16,10.244.0.3,DNS,105,Standard query 0x1a49 A udr-nudr.free5gc.svc.cluster.local OPT,0
2431,55.48831513,10.244.0.3,10.244.0.16,DNS,155,Standard query response 0x1a49 A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
2432,55.48836772,10.244.0.3,10.244.0.16,DNS,198,Standard query response 0x7a64 AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2433,55.49508519,10.244.0.10,10.244.0.16,TCP,66,"8000  >  43168 [FIN, ACK] Seq=713 Ack=201 Win=64256 Len=0 TSval=3375734738 TSecr=2423183878",0
2434,55.49714549,10.244.0.16,10.244.0.10,TCP,66,"43168  >  8000 [FIN, ACK] Seq=201 Ack=714 Win=64384 Len=0 TSval=2423184839 TSecr=3375734738",0
2435,55.49717135,10.244.0.10,10.244.0.16,TCP,66,8000  >  43168 [ACK] Seq=714 Ack=202 Win=64256 Len=0 TSval=3375734740 TSecr=2423184839,0
2436,55.50333354,10.244.0.16,10.244.0.17,TCP,74,46736  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=3340733131 TSecr=0 WS=128,0
2437,55.50342042,10.244.0.17,10.244.0.16,TCP,74,"8000  >  46736 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=1437832735 TSecr=3340733131 WS=128",0
2438,55.50343796,10.244.0.16,10.244.0.17,TCP,66,46736  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=3340733131 TSecr=1437832735,0
2439,55.57317615,10.244.0.16,10.244.0.17,TCP,130,"46736  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=3340733200 TSecr=1437832735",0
2440,55.57334335,10.244.0.17,10.244.0.16,TCP,66,8000  >  46736 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=1437832804 TSecr=3340733200,0
2441,55.57359289,10.244.0.16,10.244.0.17,TCP,236,"46736  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=170 TSval=3340733201 TSecr=1437832804",0
2442,55.57361561,10.244.0.17,10.244.0.16,TCP,66,8000  >  46736 [ACK] Seq=1 Ack=235 Win=64128 Len=0 TSval=1437832805 TSecr=3340733201,0
2443,55.57363808,10.244.0.16,10.244.0.17,TCP,141,"46736  >  8000 [PSH, ACK] Seq=235 Ack=1 Win=64896 Len=75 TSval=3340733201 TSecr=1437832805",0
2444,55.57364476,10.244.0.17,10.244.0.16,TCP,66,8000  >  46736 [ACK] Seq=1 Ack=310 Win=64128 Len=0 TSval=1437832805 TSecr=3340733201,0
2445,55.57916166,10.244.0.17,10.244.0.16,TCP,105,"8000  >  46736 [PSH, ACK] Seq=1 Ack=310 Win=64128 Len=39 TSval=1437832810 TSecr=3340733201",0
2446,55.57917787,10.244.0.16,10.244.0.17,TCP,66,46736  >  8000 [ACK] Seq=310 Ack=40 Win=64896 Len=0 TSval=3340733206 TSecr=1437832810,0
2447,55.57920167,10.244.0.17,10.244.0.16,TCP,88,"8000  >  46736 [PSH, ACK] Seq=40 Ack=310 Win=64128 Len=22 TSval=1437832810 TSecr=3340733206",0
2448,55.57920765,10.244.0.16,10.244.0.17,TCP,66,46736  >  8000 [ACK] Seq=310 Ack=62 Win=64896 Len=0 TSval=3340733206 TSecr=1437832810,0
2449,55.57933169,10.244.0.16,10.244.0.17,TCP,75,"46736  >  8000 [PSH, ACK] Seq=310 Ack=62 Win=64896 Len=9 TSval=3340733207 TSecr=1437832810",0
2450,55.57939762,10.244.0.17,10.244.0.8,TCP,291,"38286  >  27017 [PSH, ACK] Seq=2110 Ack=3870 Win=64256 Len=225 TSval=600327314 TSecr=1126382124 [TCP segment of a reassembled PDU]",0
2451,55.57973706,10.244.0.8,10.244.0.17,TCP,764,"27017  >  38286 [PSH, ACK] Seq=3870 Ack=2335 Win=64128 Len=698 TSval=1126382286 TSecr=600327314 [TCP segment of a reassembled PDU]",0
2452,55.57975893,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=2335 Ack=4568 Win=64256 Len=0 TSval=600327314 TSecr=1126382286,0
2453,55.57992037,10.244.0.17,10.244.0.8,TCP,291,"38286  >  27017 [PSH, ACK] Seq=2335 Ack=4568 Win=64256 Len=225 TSval=600327314 TSecr=1126382286 [TCP segment of a reassembled PDU]",0
2454,55.58006252,10.244.0.8,10.244.0.17,TCP,764,"27017  >  38286 [PSH, ACK] Seq=4568 Ack=2560 Win=64128 Len=698 TSval=1126382286 TSecr=600327314 [TCP segment of a reassembled PDU]",0
2455,55.59165976,10.244.0.17,10.244.0.8,TCP,820,"38286  >  27017 [PSH, ACK] Seq=2560 Ack=5266 Win=64256 Len=754 TSval=600327321 TSecr=1126382286 [TCP segment of a reassembled PDU]",0
2456,55.59256143,10.244.0.8,10.244.0.17,TCP,126,"27017  >  38286 [PSH, ACK] Seq=5266 Ack=3314 Win=64128 Len=60 TSval=1126382299 TSecr=600327321 [TCP segment of a reassembled PDU]",0
2457,55.59274976,10.244.0.17,10.244.0.8,TCP,291,"38286  >  27017 [PSH, ACK] Seq=3314 Ack=5326 Win=64256 Len=225 TSval=600327327 TSecr=1126382299 [TCP segment of a reassembled PDU]",0
2458,55.59352306,10.244.0.8,10.244.0.17,TCP,764,"27017  >  38286 [PSH, ACK] Seq=5326 Ack=3539 Win=64128 Len=698 TSval=1126382300 TSecr=600327327 [TCP segment of a reassembled PDU]",0
2459,55.60667758,10.244.0.17,10.244.0.16,TCP,100,"8000  >  46736 [PSH, ACK] Seq=62 Ack=319 Win=64128 Len=34 TSval=1437832838 TSecr=3340733207",0
2460,55.61178203,10.244.0.16,10.244.0.12,TCP,129,"8000  >  44528 [PSH, ACK] Seq=62 Ack=337 Win=64128 Len=63 TSval=880157685 TSecr=316948733",0
2461,55.61667285,10.244.0.16,10.244.0.12,TCP,413,"8000  >  44528 [PSH, ACK] Seq=125 Ack=337 Win=64128 Len=347 TSval=880157690 TSecr=316948733",0
2462,55.61829799,10.244.0.12,10.244.0.16,TCP,66,44528  >  8000 [ACK] Seq=337 Ack=472 Win=64512 Len=0 TSval=316949153 TSecr=880157685,0
2463,55.62927489,10.244.0.12,10.244.0.9,TCP,195,"8000  >  60106 [PSH, ACK] Seq=62 Ack=319 Win=64128 Len=129 TSval=703966503 TSecr=414212240",0
2464,55.62935778,10.244.0.12,10.244.0.9,TCP,439,"8000  >  60106 [PSH, ACK] Seq=191 Ack=319 Win=64128 Len=373 TSval=703966504 TSecr=414212240",0
2465,55.63134732,10.244.0.9,10.244.0.12,TCP,66,60106  >  8000 [ACK] Seq=319 Ack=564 Win=64512 Len=0 TSval=414212769 TSecr=703966503,0
2466,55.63206585,10.244.0.12,10.244.0.9,TCP,83,"8000  >  60106 [PSH, ACK] Seq=564 Ack=319 Win=64128 Len=17 TSval=703966506 TSecr=414212769",0
2467,55.632283,10.10.2.1,10.10.2.22,NGAP/NAS-5GS,132,"DownlinkNASTransport, Authentication request",0
2468,55.6378747,10.244.0.21,10.244.0.23,UDP,113,4997  >  44015 Len=71,0
2469,55.6387335,10.244.0.23,10.244.0.21,UDP,92,44015  >  4997 Len=50,0
2470,55.63990699,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=3539 Ack=6024 Win=64256 Len=0 TSval=600327374 TSecr=1126382300,0
2471,55.64005185,10.244.0.9,10.244.0.2,DNS,107,Standard query 0x5d58 AAAA ausf-nausf.free5gc.svc.cluster.local OPT,0
2472,55.64005806,10.244.0.9,10.244.0.3,DNS,107,Standard query 0xf30c A ausf-nausf.free5gc.svc.cluster.local OPT,0
2473,55.64064605,10.244.0.3,10.244.0.9,DNS,159,Standard query response 0xf30c A ausf-nausf.free5gc.svc.cluster.local A 10.111.52.88 OPT,0
2474,55.64204615,10.244.0.2,10.244.0.9,DNS,200,Standard query response 0x5d58 AAAA ausf-nausf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2475,55.64329,10.10.2.22,10.10.2.1,NGAP/NAS-5GS,148,"UplinkNASTransport, Authentication response",0
2476,55.64650377,10.244.0.9,10.244.0.12,TCP,74,60122  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=414212784 TSecr=0 WS=128,0
2477,55.64658074,10.244.0.12,10.244.0.9,TCP,74,"8000  >  60122 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=703966521 TSecr=414212784 WS=128",0
2478,55.64660058,10.244.0.9,10.244.0.12,TCP,66,60122  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=414212784 TSecr=703966521,0
2479,55.64891458,10.244.0.16,10.244.0.17,TCP,66,46736  >  8000 [ACK] Seq=319 Ack=96 Win=64896 Len=0 TSval=3340733276 TSecr=1437832838,0
2480,55.67604911,10.244.0.9,10.244.0.12,TCP,130,"60122  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=414212813 TSecr=703966521",0
2481,55.67613337,10.244.0.12,10.244.0.9,TCP,66,8000  >  60122 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=703966550 TSecr=414212813,0
2482,55.67721766,10.244.0.12,10.244.0.9,TCP,105,"8000  >  60122 [PSH, ACK] Seq=1 Ack=65 Win=64256 Len=39 TSval=703966551 TSecr=414212813",0
2483,55.67846325,10.244.0.17,10.244.0.16,TCP,83,"8000  >  46736 [PSH, ACK] Seq=96 Ack=319 Win=64128 Len=17 TSval=1437832910 TSecr=3340733276",0
2484,55.67850727,10.244.0.16,10.244.0.17,TCP,66,46736  >  8000 [ACK] Seq=319 Ack=113 Win=64896 Len=0 TSval=3340733306 TSecr=1437832910,0
2485,55.67727801,10.244.0.9,10.244.0.12,TCP,66,60122  >  8000 [ACK] Seq=65 Ack=40 Win=64896 Len=0 TSval=414212814 TSecr=703966551,0
2486,55.6794788,10.244.0.12,10.244.0.9,TCP,88,"8000  >  60122 [PSH, ACK] Seq=40 Ack=65 Win=64256 Len=22 TSval=703966554 TSecr=414212814",0
2487,55.67949764,10.244.0.9,10.244.0.12,TCP,66,60122  >  8000 [ACK] Seq=65 Ack=62 Win=64896 Len=0 TSval=414212817 TSecr=703966554,0
2488,55.67951101,10.244.0.12,10.244.0.9,TCP,83,"8000  >  60122 [PSH, ACK] Seq=62 Ack=65 Win=64256 Len=17 TSval=703966554 TSecr=414212817",0
2489,55.67951746,10.244.0.9,10.244.0.12,TCP,66,60122  >  8000 [ACK] Seq=65 Ack=79 Win=64896 Len=0 TSval=414212817 TSecr=703966554,0
2490,55.67947687,10.244.0.9,10.244.0.12,TCP,66,60106  >  8000 [ACK] Seq=319 Ack=581 Win=64512 Len=0 TSval=414212817 TSecr=703966506,0
2491,55.68216366,10.244.0.9,10.244.0.12,TCP,212,"60122  >  8000 [PSH, ACK] Seq=65 Ack=79 Win=64896 Len=146 TSval=414212819 TSecr=703966554",0
2492,55.68419404,10.244.0.16,10.244.0.12,TCP,83,"8000  >  44528 [PSH, ACK] Seq=472 Ack=337 Win=64128 Len=17 TSval=880157753 TSecr=316949153",0
2493,55.68767258,10.244.0.9,10.244.0.12,TCP,121,"60122  >  8000 [PSH, ACK] Seq=211 Ack=79 Win=64896 Len=55 TSval=414212825 TSecr=703966554",0
2494,55.69136246,10.244.0.12,10.244.0.9,TCP,66,8000  >  60122 [ACK] Seq=79 Ack=266 Win=64128 Len=0 TSval=703966566 TSecr=414212819,0
2495,55.69494374,10.244.0.9,10.244.0.12,TCP,75,"60122  >  8000 [PSH, ACK] Seq=266 Ack=79 Win=64896 Len=9 TSval=414212832 TSecr=703966566",0
2496,55.72660197,10.244.0.12,10.244.0.16,TCP,66,44528  >  8000 [ACK] Seq=337 Ack=489 Win=64512 Len=0 TSval=316949261 TSecr=880157753,0
2497,55.73835906,10.244.0.12,10.244.0.9,TCP,66,8000  >  60122 [ACK] Seq=79 Ack=275 Win=64128 Len=0 TSval=703966613 TSecr=414212832,0
2498,55.77604147,10.244.0.9,10.244.0.12,TCP,79,"60122  >  8000 [PSH, ACK] Seq=275 Ack=79 Win=64896 Len=13 TSval=414212913 TSecr=703966613",0
2499,55.7773337,10.244.0.12,10.244.0.9,TCP,66,8000  >  60122 [ACK] Seq=79 Ack=288 Win=64128 Len=0 TSval=703966652 TSecr=414212913,0
2500,55.79263606,10.244.0.9,10.244.0.12,TCP,66,"60122  >  8000 [FIN, ACK] Seq=288 Ack=79 Win=64896 Len=0 TSval=414212930 TSecr=703966652",0
2501,55.79695674,10.244.0.9,10.244.0.3,DNS,107,Standard query 0xa8bb AAAA ausf-nausf.free5gc.svc.cluster.local OPT,0
2502,55.7990914,10.244.0.12,10.244.0.9,TCP,66,"8000  >  60122 [FIN, ACK] Seq=79 Ack=289 Win=64128 Len=0 TSval=703966673 TSecr=414212930",0
2503,55.7991382,10.244.0.9,10.244.0.12,TCP,66,60122  >  8000 [ACK] Seq=289 Ack=80 Win=64896 Len=0 TSval=414212936 TSecr=703966673,0
2504,55.7989709,10.244.0.9,10.244.0.2,DNS,107,Standard query 0xa218 A ausf-nausf.free5gc.svc.cluster.local OPT,0
2505,55.80487005,10.244.0.3,10.244.0.9,DNS,200,Standard query response 0xa8bb AAAA ausf-nausf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2506,55.82735997,10.244.0.2,10.244.0.9,DNS,159,Standard query response 0xa218 A ausf-nausf.free5gc.svc.cluster.local A 10.111.52.88 OPT,0
2507,55.850821,10.10.2.1,10.10.2.22,SCTP,64,SACK ,0
2508,55.87899701,10.244.0.9,10.244.0.12,TCP,74,60124  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=414213016 TSecr=0 WS=128,0
2509,55.87910627,10.244.0.12,10.244.0.9,TCP,74,"8000  >  60124 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=703966753 TSecr=414213016 WS=128",0
2510,55.87913063,10.244.0.9,10.244.0.12,TCP,66,60124  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=414213016 TSecr=703966753,0
2511,55.87931898,10.244.0.9,10.244.0.12,TCP,130,"60124  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=414213017 TSecr=703966753",0
2512,55.87933956,10.244.0.12,10.244.0.9,TCP,66,8000  >  60124 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=703966754 TSecr=414213017,0
2513,55.87944712,10.244.0.9,10.244.0.12,TCP,212,"60124  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=146 TSval=414213017 TSecr=703966754",0
2514,55.87945582,10.244.0.12,10.244.0.9,TCP,66,8000  >  60124 [ACK] Seq=1 Ack=211 Win=64128 Len=0 TSval=703966754 TSecr=414213017,0
2515,55.87950582,10.244.0.9,10.244.0.12,TCP,121,"60124  >  8000 [PSH, ACK] Seq=211 Ack=1 Win=64896 Len=55 TSval=414213017 TSecr=703966754",0
2516,55.8795166,10.244.0.12,10.244.0.9,TCP,66,8000  >  60124 [ACK] Seq=1 Ack=266 Win=64128 Len=0 TSval=703966754 TSecr=414213017,0
2517,55.90042316,10.244.0.12,10.244.0.9,TCP,105,"8000  >  60124 [PSH, ACK] Seq=1 Ack=266 Win=64128 Len=39 TSval=703966775 TSecr=414213017",0
2518,55.90049933,10.244.0.9,10.244.0.12,TCP,66,60124  >  8000 [ACK] Seq=266 Ack=40 Win=64896 Len=0 TSval=414213038 TSecr=703966775,0
2519,55.90063173,10.244.0.9,10.244.0.12,TCP,75,"60124  >  8000 [PSH, ACK] Seq=266 Ack=40 Win=64896 Len=9 TSval=414213038 TSecr=703966775",0
2520,55.94635439,10.244.0.12,10.244.0.9,TCP,66,8000  >  60124 [ACK] Seq=40 Ack=275 Win=64128 Len=0 TSval=703966821 TSecr=414213038,0
2521,55.97909556,10.244.0.12,10.244.0.9,TCP,79,"8000  >  60124 [PSH, ACK] Seq=40 Ack=275 Win=64128 Len=13 TSval=703966853 TSecr=414213038",0
2522,55.9792977,10.244.0.12,10.244.0.9,TCP,75,"8000  >  60124 [PSH, ACK] Seq=53 Ack=275 Win=64128 Len=9 TSval=703966854 TSecr=414213038",0
2523,55.97998888,10.244.0.9,10.244.0.12,TCP,66,60124  >  8000 [ACK] Seq=275 Ack=62 Win=64896 Len=0 TSval=414213117 TSecr=703966853,0
2524,55.97992597,10.244.0.12,10.244.0.2,DNS,105,Standard query 0xfc5d AAAA udm-nudm.free5gc.svc.cluster.local OPT,0
2525,55.98015756,10.244.0.2,10.244.0.12,DNS,198,Standard query response 0xfc5d AAAA udm-nudm.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2526,55.98003239,10.244.0.12,10.244.0.3,DNS,105,Standard query 0xf09b A udm-nudm.free5gc.svc.cluster.local OPT,0
2527,55.98305378,10.244.0.3,10.244.0.12,DNS,155,Standard query response 0xf09b A udm-nudm.free5gc.svc.cluster.local A 10.99.98.216 OPT,0
2528,55.98382915,10.244.0.12,10.244.0.16,TCP,74,44536  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=316949518 TSecr=0 WS=128,0
2529,55.98386672,10.244.0.16,10.244.0.12,TCP,74,"8000  >  44536 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=880158057 TSecr=316949518 WS=128",0
2530,55.98388008,10.244.0.12,10.244.0.16,TCP,66,44536  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=316949518 TSecr=880158057,0
2531,55.9840055,10.244.0.12,10.244.0.16,TCP,130,"44536  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=316949518 TSecr=880158057",0
2532,55.98401586,10.244.0.16,10.244.0.12,TCP,66,8000  >  44536 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=880158057 TSecr=316949518,0
2533,55.98405883,10.244.0.12,10.244.0.16,TCP,179,"44536  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=113 TSval=316949518 TSecr=880158057",0
2534,55.9840656,10.244.0.16,10.244.0.12,TCP,66,8000  >  44536 [ACK] Seq=1 Ack=178 Win=64256 Len=0 TSval=880158057 TSecr=316949518,0
2535,55.98408009,10.244.0.12,10.244.0.16,TCP,266,"44536  >  8000 [PSH, ACK] Seq=178 Ack=1 Win=64896 Len=200 TSval=316949518 TSecr=880158057",0
2536,55.98408649,10.244.0.16,10.244.0.12,TCP,66,8000  >  44536 [ACK] Seq=1 Ack=378 Win=64128 Len=0 TSval=880158057 TSecr=316949518,0
2537,55.98750647,10.244.0.16,10.244.0.12,TCP,105,"8000  >  44536 [PSH, ACK] Seq=1 Ack=378 Win=64128 Len=39 TSval=880158061 TSecr=316949518",0
2538,55.98756518,10.244.0.12,10.244.0.16,TCP,66,44536  >  8000 [ACK] Seq=378 Ack=40 Win=64896 Len=0 TSval=316949522 TSecr=880158061,0
2539,55.98772219,10.244.0.16,10.244.0.12,TCP,88,"8000  >  44536 [PSH, ACK] Seq=40 Ack=378 Win=64128 Len=22 TSval=880158061 TSecr=316949522",0
2540,55.98773954,10.244.0.12,10.244.0.16,TCP,66,44536  >  8000 [ACK] Seq=378 Ack=62 Win=64896 Len=0 TSval=316949522 TSecr=880158061,0
2541,55.98784303,10.244.0.12,10.244.0.16,TCP,75,"44536  >  8000 [PSH, ACK] Seq=378 Ack=62 Win=64896 Len=9 TSval=316949522 TSecr=880158061",0
2542,55.98850253,10.244.0.16,10.244.0.3,DNS,105,Standard query 0x3f72 AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
2543,55.99195554,10.244.0.16,10.244.0.3,DNS,105,Standard query 0x8b7e A udr-nudr.free5gc.svc.cluster.local OPT,0
2544,55.99863231,10.244.0.16,10.244.0.12,TCP,66,"8000  >  44524 [FIN, ACK] Seq=489 Ack=337 Win=64128 Len=0 TSval=880158072 TSecr=316948581",0
2545,56.00309998,10.244.0.12,10.244.0.16,TCP,66,"44524  >  8000 [FIN, ACK] Seq=337 Ack=490 Win=64512 Len=0 TSval=316949537 TSecr=880158072",0
2546,56.00317536,10.244.0.16,10.244.0.12,TCP,66,8000  >  44524 [ACK] Seq=490 Ack=338 Win=64128 Len=0 TSval=880158076 TSecr=316949537,0
2547,56.00363928,10.244.0.3,10.244.0.16,DNS,198,Standard query response 0x3f72 AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2548,56.00446979,10.244.0.3,10.244.0.16,DNS,155,Standard query response 0x8b7e A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
