No.,Time,Source,Destination,Protocol,Length,Info,Label
2549,56.00495533,10.244.0.16,10.244.0.17,TCP,74,46750  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=3340733632 TSecr=0 WS=128,0
2550,56.00501237,10.244.0.17,10.244.0.16,TCP,74,"8000  >  46750 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=1437833236 TSecr=3340733632 WS=128",0
2551,56.00502676,10.244.0.16,10.244.0.17,TCP,66,46750  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=3340733632 TSecr=1437833236,0
2555,56.00751768,10.244.0.16,10.244.0.17,TCP,130,"46750  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=3340733635 TSecr=1437833236",0
2556,56.00754112,10.244.0.17,10.244.0.16,TCP,66,8000  >  46750 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=1437833239 TSecr=3340733635,0
2557,56.00764539,10.244.0.16,10.244.0.17,TCP,220,"46750  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=154 TSval=3340733635 TSecr=1437833239",0
2558,56.00765761,10.244.0.17,10.244.0.16,TCP,66,8000  >  46750 [ACK] Seq=1 Ack=219 Win=64128 Len=0 TSval=1437833239 TSecr=3340733635,0
2559,56.00767951,10.244.0.16,10.244.0.17,TCP,266,"46750  >  8000 [PSH, ACK] Seq=219 Ack=1 Win=64896 Len=200 TSval=3340733635 TSecr=1437833239",0
2560,56.00768627,10.244.0.17,10.244.0.16,TCP,66,8000  >  46750 [ACK] Seq=1 Ack=419 Win=64128 Len=0 TSval=1437833239 TSecr=3340733635,0
2561,56.00822006,10.244.0.17,10.244.0.16,TCP,105,"8000  >  46750 [PSH, ACK] Seq=1 Ack=419 Win=64128 Len=39 TSval=1437833239 TSecr=3340733635",0
2562,56.01502282,10.244.0.17,10.244.0.8,TCP,285,"38286  >  27017 [PSH, ACK] Seq=3539 Ack=6024 Win=64256 Len=219 TSval=600327749 TSecr=1126382300 [TCP segment of a reassembled PDU]",0
2563,56.01542615,10.244.0.8,10.244.0.17,TCP,219,"27017  >  38286 [PSH, ACK] Seq=6024 Ack=3758 Win=64128 Len=153 TSval=1126382722 TSecr=600327749 [TCP segment of a reassembled PDU]",0
2564,56.01545479,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=3758 Ack=6177 Win=64256 Len=0 TSval=600327750 TSecr=1126382722,0
2565,56.00823604,10.244.0.16,10.244.0.17,TCP,66,46750  >  8000 [ACK] Seq=419 Ack=40 Win=64896 Len=0 TSval=3340733635 TSecr=1437833239,0
2566,56.01565115,10.244.0.16,10.244.0.17,TCP,75,"46750  >  8000 [PSH, ACK] Seq=419 Ack=40 Win=64896 Len=9 TSval=3340733643 TSecr=1437833239",0
2567,56.01595051,10.244.0.17,10.244.0.8,TCP,481,"38286  >  27017 [PSH, ACK] Seq=3758 Ack=6177 Win=64256 Len=415 TSval=600327750 TSecr=1126382722 [TCP segment of a reassembled PDU]",0
2568,56.03814932,10.244.0.22,10.244.0.21,UDP,67,51727  >  4997 Len=25,0
2569,56.03823354,10.244.0.21,10.244.0.22,UDP,59,4997  >  51727 Len=17,0
2570,56.04085345,10.244.0.16,10.244.0.12,TCP,66,8000  >  44536 [ACK] Seq=62 Ack=387 Win=64128 Len=0 TSval=880158114 TSecr=316949522,0
2578,56.06086158,10.244.0.8,10.244.0.17,TCP,66,27017  >  38286 [ACK] Seq=6177 Ack=4173 Win=64128 Len=0 TSval=1126382767 TSecr=600327750,0
2579,56.06614688,10.244.0.17,10.244.0.16,TCP,66,8000  >  46750 [ACK] Seq=40 Ack=428 Win=64128 Len=0 TSval=1437833297 TSecr=3340733643,0
2580,56.07432235,10.244.0.17,10.244.0.16,TCP,88,"8000  >  46750 [PSH, ACK] Seq=40 Ack=428 Win=64128 Len=22 TSval=1437833306 TSecr=3340733643",0
2581,56.11429903,10.244.0.8,10.244.0.17,TCP,111,"27017  >  38286 [PSH, ACK] Seq=6177 Ack=4173 Win=64128 Len=45 TSval=1126382821 TSecr=600327750 [TCP segment of a reassembled PDU]",0
2582,56.11511714,10.244.0.17,10.244.0.16,TCP,100,"8000  >  46750 [PSH, ACK] Seq=62 Ack=428 Win=64128 Len=34 TSval=1437833346 TSecr=3340733643",0
2583,56.11514245,10.244.0.16,10.244.0.17,TCP,66,46750  >  8000 [ACK] Seq=428 Ack=96 Win=64896 Len=0 TSval=3340733742 TSecr=1437833306,0
2584,56.11863142,10.244.0.17,10.244.0.16,TCP,83,"8000  >  46750 [PSH, ACK] Seq=96 Ack=428 Win=64128 Len=17 TSval=1437833350 TSecr=3340733742",0
2585,56.11992971,10.244.0.16,10.244.0.12,TCP,106,"8000  >  44536 [PSH, ACK] Seq=62 Ack=387 Win=64128 Len=40 TSval=880158193 TSecr=316949522",0
2586,56.12163842,10.244.0.16,10.244.0.12,TCP,83,"8000  >  44536 [PSH, ACK] Seq=102 Ack=387 Win=64128 Len=17 TSval=880158195 TSecr=316949522",0
2587,56.12181618,10.244.0.12,10.244.0.16,TCP,66,44536  >  8000 [ACK] Seq=387 Ack=119 Win=64896 Len=0 TSval=316949656 TSecr=880158193,0
2588,56.12200152,10.244.0.12,10.244.0.16,TCP,66,"44536  >  8000 [FIN, ACK] Seq=387 Ack=119 Win=64896 Len=0 TSval=316949656 TSecr=880158193",0
2589,56.12593278,10.244.0.12,10.244.0.9,TCP,129,"8000  >  60124 [PSH, ACK] Seq=62 Ack=275 Win=64128 Len=63 TSval=703967000 TSecr=414213117",0
2590,56.12598473,10.244.0.12,10.244.0.9,TCP,219,"8000  >  60124 [PSH, ACK] Seq=125 Ack=275 Win=64128 Len=153 TSval=703967000 TSecr=414213117",0
2591,56.12640642,10.244.0.16,10.244.0.12,TCP,66,"8000  >  44536 [FIN, ACK] Seq=119 Ack=388 Win=64128 Len=0 TSval=880158200 TSecr=316949656",0
2592,56.12642896,10.244.0.12,10.244.0.16,TCP,66,44536  >  8000 [ACK] Seq=388 Ack=120 Win=64896 Len=0 TSval=316949661 TSecr=880158200,0
2593,56.12691867,10.244.0.9,10.244.0.12,TCP,66,60124  >  8000 [ACK] Seq=275 Ack=278 Win=64768 Len=0 TSval=414213264 TSecr=703967000,0
2594,56.12925557,10.244.0.12,10.244.0.9,TCP,83,"8000  >  60124 [PSH, ACK] Seq=278 Ack=275 Win=64128 Len=17 TSval=703967003 TSecr=414213264",0
2595,56.13523,10.10.2.1,10.10.2.22,NGAP/NAS-5GS,112,DownlinkNASTransport,0
2596,56.13554067,10.244.0.21,10.244.0.22,UDP,92,4997  >  51727 Len=50,0
2597,56.14305497,10.244.0.9,10.244.0.3,DNS,107,Standard query 0x6de6 A ausf-nausf.free5gc.svc.cluster.local OPT,0
2598,56.14418664,10.244.0.22,10.244.0.21,UDP,134,51727  >  4997 Len=92,0
2599,56.15035,10.10.2.22,10.10.2.1,NGAP/NAS-5GS,192,UplinkNASTransport,0
2600,56.15042999,10.244.0.3,10.244.0.9,DNS,159,Standard query response 0x6de6 A ausf-nausf.free5gc.svc.cluster.local A 10.111.52.88 OPT,0
2601,56.15075234,10.244.0.9,10.244.0.3,DNS,107,Standard query 0xf625 AAAA ausf-nausf.free5gc.svc.cluster.local OPT,0
2602,56.15096344,10.244.0.3,10.244.0.9,DNS,200,Standard query response 0xf625 AAAA ausf-nausf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2603,56.15955219,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=4173 Ack=6222 Win=64256 Len=0 TSval=600327893 TSecr=1126382821,0
2604,56.16138655,10.244.0.16,10.244.0.17,TCP,66,46750  >  8000 [ACK] Seq=428 Ack=113 Win=64896 Len=0 TSval=3340733789 TSecr=1437833350,0
2605,56.17310266,10.244.0.9,10.244.0.12,TCP,66,60124  >  8000 [ACK] Seq=275 Ack=295 Win=64768 Len=0 TSval=414213310 TSecr=703967003,0
2606,56.17555749,10.244.0.9,10.244.0.12,TCP,74,60140  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=414213313 TSecr=0 WS=128,0
2607,56.1756538,10.244.0.12,10.244.0.9,TCP,74,"8000  >  60140 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=703967050 TSecr=414213313 WS=128",0
2608,56.17567516,10.244.0.9,10.244.0.12,TCP,66,60140  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=414213313 TSecr=703967050,0
2609,56.18024723,10.244.0.9,10.244.0.12,TCP,130,"60140  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=414213317 TSecr=703967050",0
2610,56.1803047,10.244.0.12,10.244.0.9,TCP,66,8000  >  60140 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=703967055 TSecr=414213317,0
2611,56.18046751,10.244.0.9,10.244.0.12,TCP,212,"60140  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=146 TSval=414213318 TSecr=703967055",0
2612,56.18048071,10.244.0.12,10.244.0.9,TCP,66,8000  >  60140 [ACK] Seq=1 Ack=211 Win=64128 Len=0 TSval=703967055 TSecr=414213318,0
2613,56.1805055,10.244.0.9,10.244.0.12,TCP,121,"60140  >  8000 [PSH, ACK] Seq=211 Ack=1 Win=64896 Len=55 TSval=414213318 TSecr=703967055",0
2614,56.18051218,10.244.0.12,10.244.0.9,TCP,66,8000  >  60140 [ACK] Seq=1 Ack=266 Win=64128 Len=0 TSval=703967055 TSecr=414213318,0
2615,56.18232672,10.244.0.12,10.244.0.9,TCP,105,"8000  >  60140 [PSH, ACK] Seq=1 Ack=266 Win=64128 Len=39 TSval=703967057 TSecr=414213318",0
2616,56.1823812,10.244.0.9,10.244.0.12,TCP,66,60140  >  8000 [ACK] Seq=266 Ack=40 Win=64896 Len=0 TSval=414213320 TSecr=703967057,0
2617,56.1824408,10.244.0.12,10.244.0.9,TCP,88,"8000  >  60140 [PSH, ACK] Seq=40 Ack=266 Win=64128 Len=22 TSval=703967057 TSecr=414213320",0
2618,56.18245689,10.244.0.9,10.244.0.12,TCP,66,60140  >  8000 [ACK] Seq=266 Ack=62 Win=64896 Len=0 TSval=414213320 TSecr=703967057,0
2619,56.18303029,10.244.0.12,10.244.0.3,DNS,105,Standard query 0xae9e AAAA udm-nudm.free5gc.svc.cluster.local OPT,0
2620,56.18304026,10.244.0.12,10.244.0.3,DNS,105,Standard query 0x094f A udm-nudm.free5gc.svc.cluster.local OPT,0
2621,56.18326308,10.244.0.9,10.244.0.12,TCP,75,"60140  >  8000 [PSH, ACK] Seq=266 Ack=62 Win=64896 Len=9 TSval=414213320 TSecr=703967057",0
2622,56.1836816,10.244.0.3,10.244.0.12,DNS,155,Standard query response 0x094f A udm-nudm.free5gc.svc.cluster.local A 10.99.98.216 OPT,0
2623,56.18379055,10.244.0.3,10.244.0.12,DNS,198,Standard query response 0xae9e AAAA udm-nudm.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2624,56.18710785,10.244.0.12,10.244.0.16,TCP,74,44548  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=316949721 TSecr=0 WS=128,0
2625,56.18715518,10.244.0.16,10.244.0.12,TCP,74,"8000  >  44548 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=880158260 TSecr=316949721 WS=128",0
2626,56.18716974,10.244.0.12,10.244.0.16,TCP,66,44548  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=316949721 TSecr=880158260,0
2627,56.18722848,10.244.0.12,10.244.0.16,TCP,130,"44548  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=316949721 TSecr=880158260",0
2628,56.18723621,10.244.0.16,10.244.0.12,TCP,66,8000  >  44548 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=880158260 TSecr=316949721,0
2629,56.18728117,10.244.0.12,10.244.0.16,TCP,179,"44548  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=113 TSval=316949722 TSecr=880158260",0
2630,56.18728788,10.244.0.16,10.244.0.12,TCP,66,8000  >  44548 [ACK] Seq=1 Ack=178 Win=64256 Len=0 TSval=880158261 TSecr=316949722,0
2631,56.18730112,10.244.0.12,10.244.0.16,TCP,266,"44548  >  8000 [PSH, ACK] Seq=178 Ack=1 Win=64896 Len=200 TSval=316949722 TSecr=880158261",0
2632,56.18730751,10.244.0.16,10.244.0.12,TCP,66,8000  >  44548 [ACK] Seq=1 Ack=378 Win=64128 Len=0 TSval=880158261 TSecr=316949722,0
2633,56.18755462,10.244.0.16,10.244.0.12,TCP,105,"8000  >  44548 [PSH, ACK] Seq=1 Ack=378 Win=64128 Len=39 TSval=880158261 TSecr=316949722",0
2634,56.18756559,10.244.0.12,10.244.0.16,TCP,66,44548  >  8000 [ACK] Seq=378 Ack=40 Win=64896 Len=0 TSval=316949722 TSecr=880158261,0
2635,56.18758248,10.244.0.16,10.244.0.12,TCP,88,"8000  >  44548 [PSH, ACK] Seq=40 Ack=378 Win=64128 Len=22 TSval=880158261 TSecr=316949722",0
2636,56.1875884,10.244.0.12,10.244.0.16,TCP,66,44548  >  8000 [ACK] Seq=378 Ack=62 Win=64896 Len=0 TSval=316949722 TSecr=880158261,0
2637,56.18778313,10.244.0.16,10.244.0.3,DNS,105,Standard query 0xadbf AAAA udr-nudr.free5gc.svc.cluster.local OPT,0
2638,56.1878407,10.244.0.16,10.244.0.3,DNS,105,Standard query 0xcd10 A udr-nudr.free5gc.svc.cluster.local OPT,0
2642,56.19392405,10.244.0.3,10.244.0.16,DNS,198,Standard query response 0xadbf AAAA udr-nudr.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2643,56.1957232,10.244.0.12,10.244.0.16,TCP,75,"44548  >  8000 [PSH, ACK] Seq=378 Ack=62 Win=64896 Len=9 TSval=316949730 TSecr=880158261",0
2644,56.19927969,10.244.0.3,10.244.0.16,DNS,155,Standard query response 0xcd10 A udr-nudr.free5gc.svc.cluster.local A 10.102.5.252 OPT,0
2645,56.19952155,10.244.0.16,10.244.0.17,TCP,74,46756  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=3340733827 TSecr=0 WS=128,0
2646,56.20080509,10.244.0.17,10.244.0.16,TCP,74,"8000  >  46756 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=1437833432 TSecr=3340733827 WS=128",0
2647,56.20082358,10.244.0.16,10.244.0.17,TCP,66,46756  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=3340733828 TSecr=1437833432,0
2648,56.20092769,10.244.0.16,10.244.0.17,TCP,130,"46756  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=3340733828 TSecr=1437833432",0
2649,56.20093607,10.244.0.17,10.244.0.16,TCP,66,8000  >  46756 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=1437833432 TSecr=3340733828,0
2650,56.20102655,10.244.0.16,10.244.0.17,TCP,220,"46756  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=154 TSval=3340733828 TSecr=1437833432",0
2651,56.20103384,10.244.0.17,10.244.0.16,TCP,66,8000  >  46756 [ACK] Seq=1 Ack=219 Win=64128 Len=0 TSval=1437833432 TSecr=3340733828,0
2652,56.20104896,10.244.0.16,10.244.0.17,TCP,266,"46756  >  8000 [PSH, ACK] Seq=219 Ack=1 Win=64896 Len=200 TSval=3340733828 TSecr=1437833432",0
2653,56.20105513,10.244.0.17,10.244.0.16,TCP,66,8000  >  46756 [ACK] Seq=1 Ack=419 Win=64128 Len=0 TSval=1437833432 TSecr=3340733828,0
2654,56.20184069,10.244.0.17,10.244.0.16,TCP,105,"8000  >  46756 [PSH, ACK] Seq=1 Ack=419 Win=64128 Len=39 TSval=1437833433 TSecr=3340733828",0
2655,56.20185471,10.244.0.16,10.244.0.17,TCP,66,46756  >  8000 [ACK] Seq=419 Ack=40 Win=64896 Len=0 TSval=3340733829 TSecr=1437833433,0
2656,56.2019446,10.244.0.17,10.244.0.16,TCP,88,"8000  >  46756 [PSH, ACK] Seq=40 Ack=419 Win=64128 Len=22 TSval=1437833433 TSecr=3340733829",0
2657,56.20195376,10.244.0.16,10.244.0.17,TCP,66,46756  >  8000 [ACK] Seq=419 Ack=62 Win=64896 Len=0 TSval=3340733829 TSecr=1437833433,0
2658,56.20229261,10.244.0.17,10.244.0.8,TCP,285,"38286  >  27017 [PSH, ACK] Seq=4173 Ack=6222 Win=64256 Len=219 TSval=600327937 TSecr=1126382821 [TCP segment of a reassembled PDU]",0
2659,56.20231988,10.244.0.8,10.244.0.17,TCP,66,27017  >  38286 [ACK] Seq=6222 Ack=4392 Win=64128 Len=0 TSval=1126382909 TSecr=600327937,0
2660,56.2027592,10.244.0.16,10.244.0.17,TCP,75,"46756  >  8000 [PSH, ACK] Seq=419 Ack=62 Win=64896 Len=9 TSval=3340733830 TSecr=1437833433",0
2663,56.20649873,10.244.0.8,10.244.0.17,TCP,219,"27017  >  38286 [PSH, ACK] Seq=6222 Ack=4392 Win=64128 Len=153 TSval=1126382913 TSecr=600327937 [TCP segment of a reassembled PDU]",0
2664,56.20652631,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=4392 Ack=6375 Win=64256 Len=0 TSval=600327941 TSecr=1126382913,0
2665,56.20661927,10.244.0.17,10.244.0.8,TCP,481,"38286  >  27017 [PSH, ACK] Seq=4392 Ack=6375 Win=64256 Len=415 TSval=600327941 TSecr=1126382913 [TCP segment of a reassembled PDU]",0
2666,56.2067887,10.244.0.8,10.244.0.17,TCP,111,"27017  >  38286 [PSH, ACK] Seq=6375 Ack=4807 Win=64128 Len=45 TSval=1126382913 TSecr=600327941 [TCP segment of a reassembled PDU]",0
2667,56.20688965,10.244.0.17,10.244.0.16,TCP,100,"8000  >  46756 [PSH, ACK] Seq=62 Ack=428 Win=64128 Len=34 TSval=1437833438 TSecr=3340733830",0
2668,56.21417749,10.244.0.16,10.244.0.12,TCP,106,"8000  >  44548 [PSH, ACK] Seq=62 Ack=387 Win=64128 Len=40 TSval=880158287 TSecr=316949730",0
2669,56.21449789,10.244.0.17,10.244.0.16,TCP,83,"8000  >  46756 [PSH, ACK] Seq=96 Ack=428 Win=64128 Len=17 TSval=1437833446 TSecr=3340733830",0
2670,56.21474161,10.244.0.16,10.244.0.17,TCP,66,46756  >  8000 [ACK] Seq=428 Ack=113 Win=64896 Len=0 TSval=3340733842 TSecr=1437833438,0
2671,56.21723627,10.244.0.12,10.244.0.9,TCP,129,"8000  >  60140 [PSH, ACK] Seq=62 Ack=275 Win=64128 Len=63 TSval=703967091 TSecr=414213320",0
2672,56.21728094,10.244.0.12,10.244.0.9,TCP,219,"8000  >  60140 [PSH, ACK] Seq=125 Ack=275 Win=64128 Len=153 TSval=703967092 TSecr=414213320",0
2675,56.21971431,10.244.0.16,10.244.0.12,TCP,83,"8000  >  44548 [PSH, ACK] Seq=102 Ack=387 Win=64128 Len=17 TSval=880158293 TSecr=316949730",0
2677,56.22126325,10.244.0.12,10.244.0.16,TCP,66,44548  >  8000 [ACK] Seq=387 Ack=119 Win=64896 Len=0 TSval=316949755 TSecr=880158287,0
2678,56.22131801,10.244.0.12,10.244.0.9,TCP,83,"8000  >  60140 [PSH, ACK] Seq=278 Ack=275 Win=64128 Len=17 TSval=703967096 TSecr=414213320",0
2681,56.22677858,10.244.0.9,10.244.0.12,TCP,78,60140  >  8000 [ACK] Seq=275 Ack=295 Win=64768 Len=0 TSval=414213364 TSecr=703967091 SLE=278 SRE=295,0
2682,56.25143682,10.244.0.17,10.244.0.8,TCP,66,38286  >  27017 [ACK] Seq=4807 Ack=6420 Win=64256 Len=0 TSval=600327986 TSecr=1126382913,0
2685,56.27467055,10.244.0.9,10.244.0.12,TCP,66,"60140  >  8000 [FIN, ACK] Seq=275 Ack=295 Win=64768 Len=0 TSval=414213412 TSecr=703967091",0
2686,56.275716,10.10.2.1,10.10.2.22,NGAP/NAS-5GS,128,DownlinkNASTransport,0
2687,56.27858238,10.244.0.12,10.244.0.9,TCP,66,"8000  >  60140 [FIN, ACK] Seq=295 Ack=276 Win=64128 Len=0 TSval=703967153 TSecr=414213412",0
2688,56.27864068,10.244.0.9,10.244.0.12,TCP,66,60140  >  8000 [ACK] Seq=276 Ack=296 Win=64768 Len=0 TSval=414213416 TSecr=703967153,0
2689,56.27913039,10.244.0.21,10.244.0.23,UDP,92,4997  >  44015 Len=50,0
2690,56.28100812,10.244.0.23,10.244.0.21,UDP,134,44015  >  4997 Len=92,0
2691,56.281284,10.10.2.22,10.10.2.1,NGAP/NAS-5GS,192,UplinkNASTransport,0
2692,56.28499358,10.244.0.9,10.244.0.2,DNS,105,Standard query 0x9e4e AAAA nrf-nnrf.free5gc.svc.cluster.local OPT,0
2693,56.28754411,10.244.0.9,10.244.0.3,DNS,105,Standard query 0x3f33 A nrf-nnrf.free5gc.svc.cluster.local OPT,0
2694,56.29078722,10.244.0.3,10.244.0.9,DNS,155,Standard query response 0x3f33 A nrf-nnrf.free5gc.svc.cluster.local A 10.110.246.0 OPT,0
2695,56.29247131,10.244.0.2,10.244.0.9,DNS,198,Standard query response 0x9e4e AAAA nrf-nnrf.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2696,56.29317759,10.244.0.9,10.244.0.10,TCP,74,51040  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=1740998494 TSecr=0 WS=128,0
2697,56.29323951,10.244.0.10,10.244.0.9,TCP,74,"8000  >  51040 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=2594620885 TSecr=1740998494 WS=128",0
2698,56.29325722,10.244.0.9,10.244.0.10,TCP,66,51040  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=1740998494 TSecr=2594620885,0
2699,56.29334681,10.244.0.9,10.244.0.10,TCP,130,"51040  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=1740998495 TSecr=2594620885",0
2700,56.29335625,10.244.0.10,10.244.0.9,TCP,66,8000  >  51040 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=2594620886 TSecr=1740998495,0
2701,56.29344164,10.244.0.9,10.244.0.10,TCP,210,"51040  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=144 TSval=1740998495 TSecr=2594620886",0
2702,56.29344998,10.244.0.10,10.244.0.9,TCP,66,8000  >  51040 [ACK] Seq=1 Ack=209 Win=64128 Len=0 TSval=2594620886 TSecr=1740998495,0
2703,56.29452094,10.244.0.10,10.244.0.9,TCP,105,"8000  >  51040 [PSH, ACK] Seq=1 Ack=209 Win=64128 Len=39 TSval=2594620887 TSecr=1740998495",0
2704,56.29454463,10.244.0.9,10.244.0.10,TCP,66,51040  >  8000 [ACK] Seq=209 Ack=40 Win=64896 Len=0 TSval=1740998496 TSecr=2594620887,0
2705,56.29457206,10.244.0.10,10.244.0.9,TCP,88,"8000  >  51040 [PSH, ACK] Seq=40 Ack=209 Win=64128 Len=22 TSval=2594620887 TSecr=1740998496",0
2706,56.29457925,10.244.0.9,10.244.0.10,TCP,66,51040  >  8000 [ACK] Seq=209 Ack=62 Win=64896 Len=0 TSval=1740998496 TSecr=2594620887,0
2707,56.29495445,10.244.0.10,10.244.0.8,TCP,577,"38622  >  27017 [PSH, ACK] Seq=1660 Ack=6499 Win=502 Len=511 TSval=1426665777 TSecr=4121625845 [TCP segment of a reassembled PDU]",0
2708,56.29585685,10.244.0.8,10.244.0.10,TCP,1944,"27017  >  38622 [PSH, ACK] Seq=6499 Ack=2171 Win=501 Len=1878 TSval=4121626758 TSecr=1426665777 [TCP segment of a reassembled PDU]",0
2709,56.29588837,10.244.0.10,10.244.0.8,TCP,66,38622  >  27017 [ACK] Seq=2171 Ack=8377 Win=500 Len=0 TSval=1426665778 TSecr=4121626758,0
2710,56.2982362,10.244.0.10,10.244.0.9,TCP,129,"8000  >  51040 [PSH, ACK] Seq=62 Ack=209 Win=64128 Len=63 TSval=2594620889 TSecr=1740998496",0
2711,56.29826281,10.244.0.9,10.244.0.10,TCP,66,51040  >  8000 [ACK] Seq=209 Ack=125 Win=64896 Len=0 TSval=1740998499 TSecr=2594620889,0
2712,56.29831854,10.244.0.10,10.244.0.9,TCP,1678,"8000  >  51040 [PSH, ACK] Seq=125 Ack=209 Win=64128 Len=1612 TSval=2594620891 TSecr=1740998499",0
2713,56.29832833,10.244.0.9,10.244.0.10,TCP,66,51040  >  8000 [ACK] Seq=209 Ack=1737 Win=64128 Len=0 TSval=1740998500 TSecr=2594620891,0
2714,56.29868574,10.244.0.9,10.244.0.10,TCP,75,"51040  >  8000 [PSH, ACK] Seq=209 Ack=1737 Win=64256 Len=9 TSval=1740998500 TSecr=2594620891",0
2715,56.29942174,10.244.0.9,10.244.0.2,DNS,105,Standard query 0x06d5 AAAA udm-nudm.free5gc.svc.cluster.local OPT,0
2718,56.30765945,10.244.0.10,10.244.0.9,TCP,83,"8000  >  51040 [PSH, ACK] Seq=1737 Ack=218 Win=64128 Len=17 TSval=2594620900 TSecr=1740998500",0
2719,56.30978243,10.244.0.2,10.244.0.9,DNS,198,Standard query response 0x06d5 AAAA udm-nudm.free5gc.svc.cluster.local SOA ns.dns.cluster.local OPT,0
2720,56.35201425,10.244.0.9,10.244.0.10,TCP,66,51040  >  8000 [ACK] Seq=218 Ack=1754 Win=64256 Len=0 TSval=1740998553 TSecr=2594620900,0
2721,56.37453364,10.244.0.9,10.244.0.3,DNS,105,Standard query 0x7779 A udm-nudm.free5gc.svc.cluster.local OPT,0
2724,56.37690647,10.244.0.3,10.244.0.9,DNS,155,Standard query response 0x7779 A udm-nudm.free5gc.svc.cluster.local A 10.99.98.216 OPT,0
2725,56.3851155,10.244.0.9,10.244.0.16,TCP,74,33544  >  8000 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM=1 TSval=549558367 TSecr=0 WS=128,0
2726,56.38547553,10.244.0.16,10.244.0.9,TCP,74,"8000  >  33544 [SYN, ACK] Seq=0 Ack=1 Win=64308 Len=0 MSS=1410 SACK_PERM=1 TSval=3712298906 TSecr=549558367 WS=128",0
2727,56.38550062,10.244.0.9,10.244.0.16,TCP,66,33544  >  8000 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=549558368 TSecr=3712298906,0
2728,56.38564301,10.244.0.9,10.244.0.16,TCP,130,"33544  >  8000 [PSH, ACK] Seq=1 Ack=1 Win=64896 Len=64 TSval=549558368 TSecr=3712298906",0
2729,56.38565667,10.244.0.16,10.244.0.9,TCP,66,8000  >  33544 [ACK] Seq=1 Ack=65 Win=64256 Len=0 TSval=3712298907 TSecr=549558368,0
2730,56.38576214,10.244.0.9,10.244.0.16,TCP,212,"33544  >  8000 [PSH, ACK] Seq=65 Ack=1 Win=64896 Len=146 TSval=549558368 TSecr=3712298907",0
2731,56.38577058,10.244.0.16,10.244.0.9,TCP,66,8000  >  33544 [ACK] Seq=1 Ack=211 Win=64128 Len=0 TSval=3712298907 TSecr=549558368,0
2732,56.39241491,10.244.0.16,10.244.0.9,TCP,105,"8000  >  33544 [PSH, ACK] Seq=1 Ack=211 Win=64128 Len=39 TSval=3712298914 TSecr=549558368",0
